Date,Rep,Compound,Dilution,Wells,Perimeter,Middle,% in wells,
2/16/17,2,Butyl Formate,1,1,14,0,6.67%,
2/16/17,2,Butyl Formate,1,3,7,5,20.00%,
2/20/17,3,Butyl Formate,0,4,9,2,26.67%,
2/20/17,3,Butyl Formate,0,2,6,7,13.33%,
2/20/17,3,Butyl Formate,0,1,11,3,6.67%,
2/20/17,3,Butyl Formate,10^-5,9,3,3,60.00%,
2/20/17,3,Butyl Formate,10^-5,5,5,5,33.33%,
2/20/17,3,Butyl Formate,10^-5,7,7,1,46.67%,
2/20/17,3,Butyl Formate,10^-4,0,4,11,0.00%,
2/20/17,3,Butyl Formate,10^-4,3,5,7,20.00%,
2/20/17,3,Butyl Formate,10^-4,1,9,5,6.67%,
2/20/17,3,Butyl Formate,10^-3,3,9,3,20.00%,
2/20/17,3,Butyl Formate,10^-3,2,4,9,13.33%,
2/20/17,3,Butyl Formate,10^-3,2,9,4,13.33%,
2/20/17,3,Butyl Formate,10^-2,11,1,3,73.33%,
2/20/17,3,Butyl Formate,10^-2,2,10,3,13.33%,
2/20/17,3,Butyl Formate,10^-2,0,9,6,0.00%,
2/20/17,3,Butyl Formate,10^-1,5,2,8,33.33%,
2/20/17,3,Butyl Formate,10^-1,1,0,14,6.67%,
2/20/17,3,Butyl Formate,10^-1,3,11,1,20.00%,
2/20/17,3,Butyl Formate,1,2,10,3,13.33%,
2/20/17,3,Butyl Formate,1,1,12,2,6.67%,
2/20/17,3,Butyl Formate,1,2,13,0,13.33%,
2/21/17,1,Methyl Hexanoate,0,0,0,15,0.00%,
2/21/17,1,Methyl Hexanoate,0,1,4,10,6.67%,
2/21/17,1,Methyl Hexanoate,0,1,3,11,6.67%,
2/21/17,1,Methyl Hexanoate,10^-5,0,10,5,0.00%,
2/21/17,1,Methyl Hexanoate,10^-5,0,2,13,0.00%,
2/21/17,1,Methyl Hexanoate,10^-5,0,15,0,0.00%,
2/21/17,1,Methyl Hexanoate,10^-4,2,9,4,13.33%,
2/21/17,1,Methyl Hexanoate,10^-4,5,4,6,33.33%,
2/21/17,1,Methyl Hexanoate,10^-4,0,10,5,0.00%,
2/21/17,1,Methyl Hexanoate,10^-3,0,11,4,0.00%,
2/21/17,1,Methyl Hexanoate,10^-3,0,1,14,0.00%,
2/21/17,1,Methyl Hexanoate,10^-3,5,9,1,33.33%,
2/21/17,1,Methyl Hexanoate,10^-2,5,4,6,33.33%,
2/21/17,1,Methyl Hexanoate,10^-2,1,1,13,6.67%,
2/21/17,1,Methyl Hexanoate,10^-2,2,3,10,13.33%,
2/21/17,1,Methyl Hexanoate,10^-1,7,8,0,46.67%,
2/21/17,1,Methyl Hexanoate,10^-1,4,,3,57.14%,
2/21/17,1,Methyl Hexanoate,10^-1,11,4,0,73.33%,
2/21/17,1,Methyl Hexanoate,1,10,4,1,66.67%,
2/21/17,1,Methyl Hexanoate,1,6,6,3,40.00%,
2/21/17,1,Methyl Hexanoate,1,8,6,1,53.33%,
2/22/17,2,Methyl Hexanoate,0,1,4,10,6.67%,
2/22/17,2,Methyl Hexanoate,0,1,2,12,6.67%,
2/22/17,2,Methyl Hexanoate,0,2,10,3,13.33%,
2/22/17,2,Methyl Hexanoate,10^-5,1,8,6,6.67%,
2/22/17,2,Methyl Hexanoate,10^-5,5,10,0,33.33%,
2/22/17,2,Methyl Hexanoate,10^-5,1,13,1,6.67%,
2/22/17,2,Methyl Hexanoate,10^-4,6,7,2,40.00%,
2/22/17,2,Methyl Hexanoate,10^-4,5,9,1,33.33%,
2/22/17,2,Methyl Hexanoate,10^-4,3,6,6,20.00%,
2/22/17,2,Methyl Hexanoate,10^-3,5,9,1,33.33%,
2/22/17,2,Methyl Hexanoate,10^-3,0,14,1,0.00%,
2/22/17,2,Methyl Hexanoate,10^-3,4,9,2,26.67%,
2/22/17,2,Methyl Hexanoate,10^-2,3,10,2,20.00%,
2/22/17,2,Methyl Hexanoate,10^-2,14,0,1,93.33%,
2/22/17,2,Methyl Hexanoate,10^-2,1,12,2,6.67%,
2/22/17,2,Methyl Hexanoate,10^-1,12,3,0,80.00%,
2/22/17,2,Methyl Hexanoate,10^-1,6,7,2,40.00%,
2/22/17,2,Methyl Hexanoate,10^-1,14,1,0,93.33%,
2/22/17,2,Methyl Hexanoate,1,3,9,3,20.00%,
2/22/17,2,Methyl Hexanoate,1,3,9,3,20.00%,
2/22/17,2,Methyl Hexanoate,1,3,11,1,20.00%,
2/23/17,3,Methyl Hexanoate,0,3,2,10,20.00%,
2/23/17,3,Methyl Hexanoate,0,2,13,0,13.33%,
2/23/17,3,Methyl Hexanoate,0,1,13,1,6.67%,
2/23/17,3,Methyl Hexanoate,10^-5,1,12,2,6.67%,
2/23/17,3,Methyl Hexanoate,10^-5,2,11,2,13.33%,
2/23/17,3,Methyl Hexanoate,10^-5,4,2,9,26.67%,
2/23/17,3,Methyl Hexanoate,10^-4,4,10,1,26.67%,
2/23/17,3,Methyl Hexanoate,10^-4,0,14,1,0.00%,
2/23/17,3,Methyl Hexanoate,10^-4,1,9,5,6.67%,
2/23/17,3,Methyl Hexanoate,10^-3,2,12,1,13.33%,
2/23/17,3,Methyl Hexanoate,10^-3,5,8,2,33.33%,
2/23/17,3,Methyl Hexanoate,10^-3,13,2,0,86.67%,
2/23/17,3,Methyl Hexanoate,10^-2,14,0,1,93.33%,
2/23/17,3,Methyl Hexanoate,10^-2,13,2,0,86.67%,
2/23/17,3,Methyl Hexanoate,10^-2,3,7,5,20.00%,
2/23/17,3,Methyl Hexanoate,10^-1,3,10,2,20.00%,
2/23/17,3,Methyl Hexanoate,10^-1,12,3,0,80.00%,
2/23/17,3,Methyl Hexanoate,10^-1,8,7,0,53.33%,
2/23/17,3,Methyl Hexanoate,1,5,10,0,33.33%,
2/23/17,3,Methyl Hexanoate,1,4,7,4,26.67%,
2/23/17,3,Methyl Hexanoate,1,3,12,0,20.00%,
